Price,Close,High,Low,Open,Volume
Ticker,EURUSD=X,EURUSD=X,EURUSD=X,EURUSD=X,EURUSD=X
Date,,,,,
2025-10-27,1.1631693840026855,1.164958119392395,1.1618720293045044,1.1631693840026855,0
2025-10-28,1.165175199508667,1.1668611764907837,1.1627906560897827,1.165175199508667,0
2025-10-29,1.1657865047454834,1.1665889024734497,1.1619800329208374,1.1657865047454834,0
2025-10-30,1.1603351831436157,1.1634671688079834,1.1547610759735107,1.1603351831436157,0
2025-10-31,1.157246708869934,1.1577826738357544,1.152379035949707,1.157246708869934,0
2025-11-03,1.1528042554855347,1.1542012691497803,1.1506155729293823,1.1528042554855347,0
2025-11-04,1.1519144773483276,1.1532961130142212,1.1473548412322998,1.1519144773483276,0
2025-11-05,1.1485539674758911,1.149795413017273,1.1470125913619995,1.1485539674758911,0
2025-11-06,1.1496764421463013,1.154294490814209,1.149385690689087,1.1496764421463013,0
2025-11-07,1.1549211740493774,1.1589902639389038,1.153043508529663,1.1549211740493774,0
2025-11-10,1.1543878316879272,1.1582250595092773,1.1543744802474976,1.1554548740386963,0
2025-11-11,1.1557220220565796,1.1606314182281494,1.1548144817352295,1.1557353734970093,0
2025-11-12,1.1587486267089844,1.1597968339920044,1.1563233137130737,1.1588828563690186,0
2025-11-13,1.159218668937683,1.1649309396743774,1.1579837799072266,1.159245491027832,0
2025-11-14,1.1631964445114136,1.1653653383255005,1.1608065366744995,1.1630746126174927,0
2025-11-17,1.1615345478057861,1.1617100238800049,1.1583056449890137,1.16146719455719,0
2025-11-18,1.159057378768921,1.1606987714767456,1.1573805809020996,1.159003734588623,0
2025-11-19,1.1581177711486816,1.1597565412521362,1.1535356044769287,1.158104419708252,0
2025-11-20,1.154068112373352,1.1551345586776733,1.1507744789123535,1.154068112373352,0
2025-11-21,1.1534557342529297,1.1552013158798218,1.1492139101028442,1.1535356044769287,0
2025-11-24,1.1507612466812134,1.1551345586776733,1.1502846479415894,1.1507877111434937,0
2025-11-25,1.1520073413848877,1.1583458185195923,1.1512116193771362,1.1520737409591675,0
2025-11-26,1.156483769416809,1.1602274179458618,1.154961109161377,1.156577467918396,0
2025-11-27,1.1602139472961426,1.1615750789642334,1.1577155590057373,1.1603620052337646,0
2025-11-28,1.1599851846694946,1.1606718301773071,1.1557353734970093,1.1600254774093628,0
2025-12-01,1.1601465940475464,1.1651887893676758,1.159003734588623,1.1602139472961426,0
2025-12-02,1.1607661247253418,1.1623852252960205,1.1592992544174194,1.1607661247253418,0
2025-12-03,1.1627906560897827,1.1675832271575928,1.1628177165985107,1.1628988981246948,0
2025-12-04,1.1666841506958008,1.1682243347167969,1.1653653383255005,1.166670560836792,0
2025-12-05,1.1642799377441406,1.167147159576416,1.162858247756958,1.1644561290740967,0
2025-12-08,1.164022445678711,1.1672561168670654,1.1616965532302856,1.1641172170639038,0
2025-12-09,1.1641442775726318,1.165677785873413,1.1616965532302856,1.1641442775726318,0
2025-12-10,1.1628313064575195,1.165745735168457,1.1622366905212402,1.1628447771072388,0
2025-12-11,1.1701242923736572,1.1759449243545532,1.1683062314987183,1.170192837715149,0
2025-12-12,1.1739431619644165,1.1746740341186523,1.172016978263855,1.1741361618041992,0
2025-12-15,1.1737639904022217,1.1769136190414429,1.1727042198181152,1.1737502813339233,0
2025-12-16,1.1754610538482666,1.18047034740448,1.1746050119400024,1.1755025386810303,0
2025-12-17,1.1749500036239624,1.1757928133010864,1.1704530715942383,1.1749638319015503,0
2025-12-18,1.1742326021194458,1.1758896112442017,1.17134428024292,1.1742188930511475,0
2025-12-19,1.1725666522979736,1.1737502813339233,1.1704120635986328,1.1725391149520874,0
2025-12-22,1.1708093881607056,1.177024483680725,1.1710835695266724,1.1710835695266724,0
2025-12-23,1.1765950918197632,1.18035888671875,1.176429033279419,1.1764428615570068,0
2025-12-24,1.179551362991333,1.1809163093566895,1.1774264574050903,1.179565191268921,0
