Price,Close,High,Low,Open,Volume
Ticker,USDCAD=X,USDCAD=X,USDCAD=X,USDCAD=X,USDCAD=X
Date,,,,,
2025-10-27,1.399340033531189,1.4007200002670288,1.3969700336456299,1.399340033531189,0
2025-10-28,1.3991400003433228,1.4005099534988403,1.3936699628829956,1.3991400003433228,0
2025-10-29,1.3938900232315063,1.3949300050735474,1.3888700008392334,1.3938900232315063,0
2025-10-30,1.394129991531372,1.4013700485229492,1.3927099704742432,1.394129991531372,0
2025-10-31,1.398110032081604,1.4034700393676758,1.3977999687194824,1.398110032081604,0
2025-11-03,1.4015400409698486,1.4074599742889404,1.4007999897003174,1.4015400409698486,0
2025-11-04,1.4055399894714355,1.4094599485397339,1.405400037765503,1.4055399894714355,0
2025-11-05,1.4100899696350098,1.413930058479309,1.410099983215332,1.4100899696350098,0
2025-11-06,1.410230040550232,1.413949966430664,1.4090299606323242,1.410230040550232,0
2025-11-07,1.411180019378662,1.4125200510025024,1.4056199789047241,1.411180019378662,0
2025-11-10,1.404379963874817,1.4044899940490723,1.4000999927520752,1.4043200016021729,0
2025-11-11,1.4025499820709229,1.4040100574493408,1.4003000259399414,1.4026399850845337,0
2025-11-12,1.4015799760818481,1.4020899534225464,1.3993899822235107,1.4016799926757812,0
2025-11-13,1.4009300470352173,1.4016000032424927,1.3985099792480469,1.4009300470352173,0
2025-11-14,1.4035500288009644,1.4044699668884277,1.401479959487915,1.4036400318145752,0
2025-11-17,1.4018199443817139,1.4040800333023071,1.4015799760818481,1.4022400379180908,0
2025-11-18,1.4050500392913818,1.4061000347137451,1.3993699550628662,1.405310034751892,0
2025-11-19,1.3985099792480469,1.4052200317382812,1.3983999490737915,1.3985099792480469,0
2025-11-20,1.4042500257492065,1.4093799591064453,1.4041199684143066,1.4043500423431396,0
2025-11-21,1.409119963645935,1.412950038909912,1.4081699848175049,1.4091099500656128,0
2025-11-24,1.4094599485397339,1.4117499589920044,1.409000039100647,1.4094899892807007,0
2025-11-25,1.4108999967575073,1.412410020828247,1.4100600481033325,1.4110000133514404,0
2025-11-26,1.4102200269699097,1.4104000329971313,1.4047399759292603,1.4101099967956543,0
2025-11-27,1.4039499759674072,1.4049400091171265,1.4026999473571777,1.4039000272750854,0
2025-11-28,1.4026000499725342,1.405019998550415,1.3938499689102173,1.4025800228118896,0
2025-12-01,1.396939992904663,1.3990000486373901,1.3954999446868896,1.3969000577926636,0
2025-12-02,1.399999976158142,1.4013899564743042,1.39752995967865,1.4000400304794312,0
2025-12-03,1.3969600200653076,1.3973900079727173,1.3938000202178955,1.3969199657440186,0
2025-12-04,1.3953100442886353,1.3975499868392944,1.3925299644470215,1.3952000141143799,0
2025-12-05,1.3959699869155884,1.3959200382232666,1.3853700160980225,1.3959200382232666,0
2025-12-08,1.3834600448608398,1.3851100206375122,1.3799999952316284,1.3834400177001953,0
2025-12-09,1.3848999738693237,1.385699987411499,1.382349967956543,1.3848299980163574,0
2025-12-10,1.3845499753952026,1.3869400024414062,1.3835099935531616,1.3845499753952026,0
2025-12-11,1.3789399862289429,1.3821500539779663,1.3757100105285645,1.3789299726486206,0
2025-12-12,1.3775700330734253,1.379349946975708,1.375349998474121,1.3775500059127808,0
2025-12-15,1.3767800331115723,1.3776500225067139,1.374809980392456,1.3767800331115723,0
2025-12-16,1.3769199848175049,1.3780499696731567,1.373020052909851,1.376889944076538,0
2025-12-17,1.3756099939346313,1.3797500133514404,1.375499963760376,1.375499963760376,0
2025-12-18,1.3783799409866333,1.3795499801635742,1.3755700588226318,1.3783299922943115,0
2025-12-19,1.3776999711990356,1.3799999952316284,1.375480055809021,1.377709984779358,0
2025-12-22,1.3790299892425537,1.3799699544906616,1.3737000226974487,1.378980040550232,0
2025-12-23,1.3748699426651,1.3749300241470337,1.3688600063323975,1.3749300241470337,0
2025-12-24,1.3685499429702759,1.3688000440597534,1.366529941558838,1.3684899806976318,0
2025-12-26,1.3672000169754028,1.3683899641036987,1.3641999959945679,1.3674700260162354,0
